input file, opt, logical data size (B), logical chunk num, total time (s), speed (MiB/s), chunking time, total filesize, total chunkingtime
/ramdisk/v2.6.27.tar, upload, 293826560, 34334, 5.184714, 54.046345,0.922250,293826560.000000,0.258428
/ramdisk/v2.6.28.tar, upload, 310261760, 37984, 5.526841, 53.536672,0.885309,310261760.000000,0.261953
/ramdisk/v2.6.29.tar, upload, 336179200, 39335, 5.924723, 54.113157,0.864938,336179200.000000,0.277304
/ramdisk/v2.6.30.tar, upload, 353146880, 41234, 6.106237, 55.154608,0.869380,353146880.000000,0.292796
/ramdisk/v2.6.11.tar, upload, 208250880, 24641, 5.135488, 38.672764,1.103989,208250880.000000,0.219256
/ramdisk/v2.6.12.tar, upload, 212725760, 25197, 3.526146, 57.533379,1.000497,212725760.000000,0.202972
/ramdisk/v2.6.13.tar, upload, 219432960, 25931, 3.561844, 58.752595,0.958166,219432960.000000,0.200513
/ramdisk/v2.6.14.tar, upload, 224092160, 26385, 3.477393, 61.457229,0.921174,224092160.000000,0.196865
/ramdisk/v2.6.15.tar, upload, 228157440, 26780, 3.797312, 57.300504,0.933540,228157440.000000,0.203127
/ramdisk/v2.6.16.tar, upload, 233953280, 27523, 3.912202, 57.030602,0.928417,233953280.000000,0.207144
/ramdisk/v2.6.17.tar, upload, 236605440, 27833, 3.960108, 56.979388,0.906005,236605440.000000,0.204435
/ramdisk/v2.6.18.tar, upload, 240138240, 28220, 4.096323, 55.907132,0.902898,240138240.000000,0.206776
/ramdisk/v2.6.19.tar, upload, 246466560, 28941, 4.387872, 53.567841,0.893984,246466560.000000,0.210130
/ramdisk/v2.6.20.tar, upload, 250316800, 29294, 4.120770, 57.931091,0.898519,250316800.000000,0.214495
/ramdisk/v2.6.21.tar, upload, 254402560, 29848, 4.185023, 57.972725,0.882036,254402560.000000,0.213997
/ramdisk/v2.6.22.tar, upload, 262922240, 30796, 4.342521, 57.741157,0.954367,262922240.000000,0.239300
/ramdisk/v2.6.23.tar, upload, 264704000, 31084, 4.451400, 56.710564,0.906567,264704000.000000,0.228855
/ramdisk/v2.6.24.tar, upload, 272834560, 31994, 4.871644, 53.410166,0.929606,272834560.000000,0.241879
/ramdisk/v2.6.25.tar, upload, 284651520, 33263, 5.053181, 53.721575,0.905104,284651520.000000,0.245704
/ramdisk/v2.6.26.tar, upload, 289576960, 33843, 5.021098, 55.000342,0.921575,289576960.000000,0.254504
/ramdisk/v2.6.27.tar, upload, 293826560, 34334, 5.241218, 53.463688,0.940628,293826560.000000,0.263578
/ramdisk/v2.6.28.tar, upload, 310261760, 37984, 5.663862, 52.241504,0.928599,310261760.000000,0.274762
/ramdisk/v2.6.29.tar, upload, 336179200, 39335, 5.946178, 53.917906,0.874190,336179200.000000,0.280270
/ramdisk/v2.6.30.tar, upload, 353146880, 41234, 6.213178, 54.205289,0.848067,353146880.000000,0.285618
/ramdisk/v2.6.11.tar, upload, 208250880, 24641, 5.089721, 39.020511,1.058214,208250880.000000,0.210165
/ramdisk/v2.6.12.tar, upload, 212725760, 25197, 3.504051, 57.896159,1.076344,212725760.000000,0.218359
/ramdisk/v2.6.13.tar, upload, 219432960, 25931, 3.477516, 60.177316,1.068508,219432960.000000,0.223604
/ramdisk/v2.6.14.tar, upload, 224092160, 26385, 3.528992, 60.558635,0.918849,224092160.000000,0.196368
/ramdisk/v2.6.15.tar, upload, 228157440, 26780, 3.716266, 58.550139,0.916283,228157440.000000,0.199372
/ramdisk/v2.6.16.tar, upload, 233953280, 27523, 3.902411, 57.173689,0.931510,233953280.000000,0.207834
/ramdisk/v2.6.17.tar, upload, 236605440, 27833, 3.932624, 57.377601,0.949985,236605440.000000,0.214359
/ramdisk/v2.6.18.tar, upload, 240138240, 28220, 4.138281, 55.340290,0.918932,240138240.000000,0.210448
/ramdisk/v2.6.19.tar, upload, 246466560, 28941, 4.339781, 54.161449,0.896307,246466560.000000,0.210676
/ramdisk/v2.6.20.tar, upload, 250316800, 29294, 4.085467, 58.431681,0.901614,250316800.000000,0.215234
/ramdisk/v2.6.21.tar, upload, 254402560, 29848, 4.251288, 57.069102,0.905406,254402560.000000,0.219667
/ramdisk/v2.6.22.tar, upload, 262922240, 30796, 4.369239, 57.388069,0.886145,262922240.000000,0.222194
/ramdisk/v2.6.23.tar, upload, 264704000, 31084, 4.420437, 57.107794,0.894433,264704000.000000,0.225792
/ramdisk/v2.6.24.tar, upload, 272834560, 31994, 4.935516, 52.718968,0.929917,272834560.000000,0.241960
/ramdisk/v2.6.25.tar, upload, 284651520, 33263, 4.986152, 54.443756,0.921438,284651520.000000,0.250138
/ramdisk/v2.6.26.tar, upload, 289576960, 33843, 5.062427, 54.551327,0.917859,289576960.000000,0.253478
/ramdisk/v2.6.27.tar, upload, 293826560, 34334, 5.142360, 54.491487,0.900891,293826560.000000,0.252443
/ramdisk/v2.6.28.tar, upload, 310261760, 37984, 5.607532, 52.766292,0.884028,310261760.000000,0.261574
/ramdisk/v2.6.29.tar, upload, 336179200, 39335, 5.906897, 54.276462,0.873535,336179200.000000,0.280060
/ramdisk/v2.6.30.tar, upload, 353146880, 41234, 6.116094, 55.065718,0.881343,353146880.000000,0.296825
/ramdisk/v2.6.11.tar, upload, 208250880, 24641, 5.150170, 38.562517,1.025949,208250880.000000,0.203757
/ramdisk/v2.6.12.tar, upload, 212725760, 25197, 3.453679, 58.740576,1.011820,212725760.000000,0.205269
/ramdisk/v2.6.13.tar, upload, 219432960, 25931, 3.546253, 59.010899,1.010653,219432960.000000,0.211497
/ramdisk/v2.6.14.tar, upload, 224092160, 26385, 3.454498, 61.864542,0.933864,224092160.000000,0.199577
/ramdisk/v2.6.15.tar, upload, 228157440, 26780, 3.713878, 58.587786,0.918820,228157440.000000,0.199924
/ramdisk/v2.6.16.tar, upload, 233953280, 27523, 3.950566, 56.476777,0.918055,233953280.000000,0.204832
/ramdisk/v2.6.17.tar, upload, 236605440, 27833, 4.008041, 56.297960,0.935724,236605440.000000,0.211141
/ramdisk/v2.6.18.tar, upload, 240138240, 28220, 4.177116, 54.825787,0.914583,240138240.000000,0.209452
/ramdisk/v2.6.19.tar, upload, 246466560, 28941, 4.376621, 53.705548,0.899902,246466560.000000,0.211521
/ramdisk/v2.6.20.tar, upload, 250316800, 29294, 4.023663, 59.329199,0.907822,250316800.000000,0.216716
/ramdisk/v2.6.21.tar, upload, 254402560, 29848, 4.244142, 57.165191,0.894182,254402560.000000,0.216944
/ramdisk/v2.6.22.tar, upload, 262922240, 30796, 4.396574, 57.031267,0.906517,262922240.000000,0.227302
/ramdisk/v2.6.23.tar, upload, 264704000, 31084, 4.355704, 57.956511,0.913261,264704000.000000,0.230545
/ramdisk/v2.6.24.tar, upload, 272834560, 31994, 4.902981, 53.068799,0.950328,272834560.000000,0.247271
/ramdisk/v2.6.25.tar, upload, 284651520, 33263, 5.070922, 53.533626,0.941183,284651520.000000,0.255498
/ramdisk/v2.6.26.tar, upload, 289576960, 33843, 4.972829, 55.534206,0.945198,289576960.000000,0.261028
/ramdisk/v2.6.27.tar, upload, 293826560, 34334, 5.212033, 53.763060,0.971369,293826560.000000,0.272192
/ramdisk/v2.6.28.tar, upload, 310261760, 37984, 5.643576, 52.429288,0.866934,310261760.000000,0.256516
/ramdisk/v2.6.29.tar, upload, 336179200, 39335, 5.920439, 54.152313,0.880431,336179200.000000,0.282271
/ramdisk/v2.6.30.tar, upload, 353146880, 41234, 6.178028, 54.513691,0.872504,353146880.000000,0.293848
/ramdisk/v2.6.11.tar, upload, 208250880, 24641, 5.141468, 38.627784,1.093072,208250880.000000,0.217088
/ramdisk/v2.6.12.tar, upload, 212725760, 25197, 3.480317, 58.290981,0.978695,212725760.000000,0.198549
/ramdisk/v2.6.13.tar, upload, 219432960, 25931, 3.528412, 59.309281,1.057708,219432960.000000,0.221344
/ramdisk/v2.6.14.tar, upload, 224092160, 26385, 3.518728, 60.735282,0.926948,224092160.000000,0.198099
/ramdisk/v2.6.15.tar, upload, 228157440, 26780, 3.758298, 57.895327,0.925727,228157440.000000,0.201427
/ramdisk/v2.6.16.tar, upload, 233953280, 27523, 3.894997, 57.282518,0.919511,233953280.000000,0.205157
/ramdisk/v2.6.17.tar, upload, 236605440, 27833, 3.925116, 57.487354,0.917350,236605440.000000,0.206995
/ramdisk/v2.6.18.tar, upload, 240138240, 28220, 4.150671, 55.175096,0.931032,240138240.000000,0.213219
/ramdisk/v2.6.19.tar, upload, 246466560, 28941, 4.294630, 54.730868,0.931743,246466560.000000,0.219005
/ramdisk/v2.6.20.tar, upload, 250316800, 29294, 4.034330, 59.172329,0.930351,250316800.000000,0.222094
/ramdisk/v2.6.21.tar, upload, 254402560, 29848, 4.225336, 57.419620,0.908724,254402560.000000,0.220472
/ramdisk/v2.6.22.tar, upload, 262922240, 30796, 4.314302, 58.118831,0.922964,262922240.000000,0.231426
/ramdisk/v2.6.23.tar, upload, 264704000, 31084, 4.378029, 57.660972,0.892639,264704000.000000,0.225339
/ramdisk/v2.6.24.tar, upload, 272834560, 31994, 4.834429, 53.821312,0.929375,272834560.000000,0.241819
/ramdisk/v2.6.25.tar, upload, 284651520, 33263, 4.982109, 54.487937,0.913732,284651520.000000,0.248046
/ramdisk/v2.6.26.tar, upload, 289576960, 33843, 5.036433, 54.832877,0.905928,289576960.000000,0.250183
/ramdisk/v2.6.27.tar, upload, 293826560, 34334, 5.201164, 53.875410,0.929783,293826560.000000,0.260539
/ramdisk/v2.6.28.tar, upload, 310261760, 37984, 5.530632, 53.499975,0.912069,310261760.000000,0.269871
/ramdisk/v2.6.29.tar, upload, 336179200, 39335, 5.919664, 54.159403,0.878822,336179200.000000,0.281755
/ramdisk/v2.6.30.tar, upload, 353146880, 41234, 6.214578, 54.193078,0.908559,353146880.000000,0.305991
/ramdisk/v2.6.11.tar, upload, 208250880, 24641, 5.089795, 39.019944,0.986402,208250880.000000,0.195903
/ramdisk/v2.6.12.tar, upload, 212725760, 25197, 3.428267, 59.175990,1.036225,212725760.000000,0.210220
/ramdisk/v2.6.13.tar, upload, 219432960, 25931, 3.467533, 60.350566,1.049035,219432960.000000,0.219529
/ramdisk/v2.6.14.tar, upload, 224092160, 26385, 3.516701, 60.770289,0.927533,224092160.000000,0.198224
/ramdisk/v2.6.15.tar, upload, 228157440, 26780, 3.749256, 58.034952,0.927451,228157440.000000,0.201802
/ramdisk/v2.6.16.tar, upload, 233953280, 27523, 3.885660, 57.420164,0.922084,233953280.000000,0.205731
/ramdisk/v2.6.17.tar, upload, 236605440, 27833, 4.007429, 56.306557,0.912945,236605440.000000,0.206001
/ramdisk/v2.6.18.tar, upload, 240138240, 28220, 4.081007, 56.116951,0.930787,240138240.000000,0.213163
/ramdisk/v2.6.19.tar, upload, 246466560, 28941, 4.350259, 54.030996,0.959188,246466560.000000,0.225456
/ramdisk/v2.6.20.tar, upload, 250316800, 29294, 4.011205, 59.513464,0.920565,250316800.000000,0.219758
/ramdisk/v2.6.21.tar, upload, 254402560, 29848, 4.226167, 57.408329,0.910208,254402560.000000,0.220832
/ramdisk/v2.6.22.tar, upload, 262922240, 30796, 4.362915, 57.471252,0.902110,262922240.000000,0.226197
/ramdisk/v2.6.23.tar, upload, 264704000, 31084, 4.407262, 57.278511,0.908246,264704000.000000,0.229279
/ramdisk/v2.6.24.tar, upload, 272834560, 31994, 4.845064, 53.703173,0.929421,272834560.000000,0.241831
/ramdisk/v2.6.25.tar, upload, 284651520, 33263, 5.099079, 53.238015,0.913547,284651520.000000,0.247996
/ramdisk/v2.6.26.tar, upload, 289576960, 33843, 4.965175, 55.619814,0.930468,289576960.000000,0.256960
/ramdisk/v2.6.27.tar, upload, 293826560, 34334, 5.206546, 53.819719,0.896469,293826560.000000,0.251204
/ramdisk/v2.6.28.tar, upload, 310261760, 37984, 5.523772, 53.566417,0.900910,310261760.000000,0.266569
/ramdisk/v2.6.29.tar, upload, 336179200, 39335, 6.010721, 53.338937,0.867262,336179200.000000,0.278049
/ramdisk/v2.6.30.tar, upload, 353146880, 41234, 6.105253, 55.163498,0.877528,353146880.000000,0.295540
/ramdisk/v2.6.11.tar, upload, 208250880, 24641, 5.154834, 38.527626,0.975325,208250880.000000,0.193703
/ramdisk/v2.6.12.tar, upload, 212725760, 25197, 3.483566, 58.236616,1.040587,212725760.000000,0.211105
/ramdisk/v2.6.13.tar, upload, 219432960, 25931, 3.456363, 60.545602,0.968683,219432960.000000,0.202714
/ramdisk/v2.6.14.tar, upload, 224092160, 26385, 3.460865, 61.750729,0.943560,224092160.000000,0.201649
/ramdisk/v2.6.15.tar, upload, 228157440, 26780, 3.768735, 57.734993,0.928935,228157440.000000,0.202125
/ramdisk/v2.6.16.tar, upload, 233953280, 27523, 3.893077, 57.310768,0.936825,233953280.000000,0.209020
/ramdisk/v2.6.17.tar, upload, 236605440, 27833, 3.931585, 57.392764,0.955809,236605440.000000,0.215673
/ramdisk/v2.6.18.tar, upload, 240138240, 28220, 4.129586, 55.456811,0.912976,240138240.000000,0.209084
/ramdisk/v2.6.19.tar, upload, 246466560, 28941, 4.294879, 54.727695,0.929552,246466560.000000,0.218490
/ramdisk/v2.6.20.tar, upload, 250316800, 29294, 4.023782, 59.327444,0.933166,250316800.000000,0.222766
/ramdisk/v2.6.21.tar, upload, 254402560, 29848, 4.264457, 56.892868,0.932671,254402560.000000,0.226282
/ramdisk/v2.6.22.tar, upload, 262922240, 30796, 4.371148, 57.363006,0.900909,262922240.000000,0.225896
/ramdisk/v2.6.23.tar, upload, 264704000, 31084, 4.359893, 57.900826,0.873926,264704000.000000,0.220615
/ramdisk/v2.6.24.tar, upload, 272834560, 31994, 4.889310, 53.217185,0.920562,272834560.000000,0.239526
/ramdisk/v2.6.25.tar, upload, 284651520, 33263, 5.024794, 54.025069,0.909385,284651520.000000,0.246866
/ramdisk/v2.6.26.tar, upload, 289576960, 33843, 4.961449, 55.661584,0.907156,289576960.000000,0.250522
/ramdisk/v2.6.27.tar, upload, 293826560, 34334, 5.126580, 54.659216,0.902293,293826560.000000,0.252836
/ramdisk/v2.6.28.tar, upload, 310261760, 37984, 5.623566, 52.615844,0.871270,310261760.000000,0.257799
/ramdisk/v2.6.29.tar, upload, 336179200, 39335, 5.992043, 53.505202,0.934931,336179200.000000,0.299744
/ramdisk/v2.6.30.tar, upload, 353146880, 41234, 6.208821, 54.243327,0.861791,353146880.000000,0.290240
/ramdisk/v2.6.11.tar, upload, 208250880, 24641, 5.178058, 38.354826,1.033824,208250880.000000,0.205321
/ramdisk/v2.6.12.tar, upload, 212725760, 25197, 3.486480, 58.187941,0.963395,212725760.000000,0.195445
/ramdisk/v2.6.13.tar, upload, 219432960, 25931, 3.538102, 59.146847,0.985843,219432960.000000,0.206305
/ramdisk/v2.6.14.tar, upload, 224092160, 26385, 3.529569, 60.548735,0.927875,224092160.000000,0.198297
/ramdisk/v2.6.15.tar, upload, 228157440, 26780, 3.799738, 57.263919,0.940135,228157440.000000,0.204562
/ramdisk/v2.6.16.tar, upload, 233953280, 27523, 3.899381, 57.218116,0.932312,233953280.000000,0.208013
/ramdisk/v2.6.17.tar, upload, 236605440, 27833, 4.071858, 55.415619,0.938808,236605440.000000,0.211837
/ramdisk/v2.6.18.tar, upload, 240138240, 28220, 4.084215, 56.072874,0.906452,240138240.000000,0.207590
/ramdisk/v2.6.19.tar, upload, 246466560, 28941, 4.405072, 53.358680,0.929552,246466560.000000,0.218490
/ramdisk/v2.6.20.tar, upload, 250316800, 29294, 4.116273, 57.994381,0.933497,250316800.000000,0.222845
/ramdisk/v2.6.21.tar, upload, 254402560, 29848, 4.227895, 57.384866,0.906762,254402560.000000,0.219996
/ramdisk/v2.6.22.tar, upload, 262922240, 30796, 4.401948, 56.961642,0.913995,262922240.000000,0.229177
/ramdisk/v2.6.23.tar, upload, 264704000, 31084, 4.447336, 56.762387,0.902938,264704000.000000,0.227939
/ramdisk/v2.6.24.tar, upload, 272834560, 31994, 4.939744, 52.673846,0.929494,272834560.000000,0.241850
/ramdisk/v2.6.25.tar, upload, 284651520, 33263, 5.042096, 53.839682,0.911252,284651520.000000,0.247373
/ramdisk/v2.6.26.tar, upload, 289576960, 33843, 5.005675, 55.169804,0.923179,289576960.000000,0.254947
/ramdisk/v2.6.27.tar, upload, 293826560, 34334, 5.136284, 54.555948,0.916397,293826560.000000,0.256788
/ramdisk/v2.6.28.tar, upload, 310261760, 37984, 5.537016, 53.438291,0.889622,310261760.000000,0.263229
/ramdisk/v2.6.29.tar, upload, 336179200, 39335, 5.920705, 54.149881,0.884639,336179200.000000,0.283620
/ramdisk/v2.6.30.tar, upload, 353146880, 41234, 6.099547, 55.215102,0.887751,353146880.000000,0.298983
/ramdisk/v2.6.11.tar, upload, 208250880, 24641, 5.099608, 38.944859,0.976181,208250880.000000,0.193873
/ramdisk/v2.6.12.tar, upload, 212725760, 25197, 3.508856, 57.816876,1.002011,212725760.000000,0.203279
/ramdisk/v2.6.13.tar, upload, 219432960, 25931, 3.494232, 59.889434,1.100424,219432960.000000,0.230283
/ramdisk/v2.6.14.tar, upload, 224092160, 26385, 3.465083, 61.675561,0.941416,224092160.000000,0.201191
/ramdisk/v2.6.15.tar, upload, 228157440, 26780, 3.764093, 57.806194,0.919803,228157440.000000,0.200138
/ramdisk/v2.6.16.tar, upload, 233953280, 27523, 3.968663, 56.219244,0.998260,233953280.000000,0.222727
/ramdisk/v2.6.17.tar, upload, 236605440, 27833, 3.944519, 57.204575,0.946511,236605440.000000,0.213575
/ramdisk/v2.6.18.tar, upload, 240138240, 28220, 4.090601, 55.985336,0.922679,240138240.000000,0.211306
/ramdisk/v2.6.19.tar, upload, 246466560, 28941, 4.367231, 53.821020,0.909930,246466560.000000,0.213878
/ramdisk/v2.6.20.tar, upload, 250316800, 29294, 4.096763, 58.270567,0.908677,250316800.000000,0.216920
/ramdisk/v2.6.21.tar, upload, 254402560, 29848, 4.262669, 56.916732,0.902727,254402560.000000,0.219017
/ramdisk/v2.6.22.tar, upload, 262922240, 30796, 4.316746, 58.085926,0.921572,262922240.000000,0.231077
/ramdisk/v2.6.23.tar, upload, 264704000, 31084, 4.362960, 57.860124,0.958654,264704000.000000,0.242004
/ramdisk/v2.6.24.tar, upload, 272834560, 31994, 4.854537, 53.598379,0.937776,272834560.000000,0.244005
/ramdisk/v2.6.25.tar, upload, 284651520, 33263, 4.983895, 54.468412,0.952499,284651520.000000,0.258570
/ramdisk/v2.6.26.tar, upload, 289576960, 33843, 5.072534, 54.442633,0.941429,289576960.000000,0.259987
/ramdisk/v2.6.27.tar, upload, 293826560, 34334, 5.141520, 54.500390,0.911301,293826560.000000,0.255360
/ramdisk/v2.6.28.tar, upload, 310261760, 37984, 5.555089, 53.264434,0.878330,310261760.000000,0.259888
/ramdisk/v2.6.29.tar, upload, 336179200, 39335, 5.930000, 54.065003,0.877318,336179200.000000,0.281273
/ramdisk/v2.6.30.tar, upload, 353146880, 41234, 6.103995, 55.174867,0.861221,353146880.000000,0.290048
