input file, opt, logical data size (B), logical chunk num, total time (s), speed (MiB/s), chunking time, total filesize, total chunkingtime
/ramdisk-2/2016-06-20.tar, upload, 2905763840, 352639, 18.651597, 148.574535,0.755989,2905763840.000000,2.094961
/ramdisk-2/2016-06-22.tar, upload, 2906142720, 352294, 18.906953, 146.587008,0.768029,2906142720.000000,2.128604
/ramdisk-2/2016-06-23.tar, upload, 2938091520, 357403, 18.280980, 153.273097,0.761832,2938091520.000000,2.134639
/ramdisk-2/2016-06-24.tar, upload, 2920529920, 355205, 18.429849, 151.126272,0.766597,2920529920.000000,2.135153
/ramdisk-2/2016-06-25.tar, upload, 2920038400, 355086, 18.600766, 149.712416,0.767205,2920038400.000000,2.136485
/ramdisk-2/2016-06-26.tar, upload, 2898094080, 352582, 17.581552, 157.201019,0.770741,2898094080.000000,2.130203
/ramdisk-2/2016-06-27.tar, upload, 2896158720, 352399, 18.212336, 151.655020,0.771671,2896158720.000000,2.131350
/ramdisk-2/2016-06-28.tar, upload, 2941347840, 358126, 19.163225, 146.378696,0.761235,2941347840.000000,2.135331
/ramdisk-2/2016-06-29.tar, upload, 2920919040, 355155, 18.626742, 149.548722,0.755518,2920919040.000000,2.104574
/ramdisk-2/2016-06-30.tar, upload, 2942167040, 357557, 17.719617, 158.348182,0.774520,2942167040.000000,2.173202
/ramdisk-2/2016-07-01.tar, upload, 2936832000, 356817, 18.275490, 153.253415,0.768855,2936832000.000000,2.153394
/ramdisk-2/2016-07-02.tar, upload, 2978682880, 362224, 18.115658, 156.808732,0.772776,2978682880.000000,2.195221
/ramdisk-2/2016-07-03.tar, upload, 2999603200, 364569, 18.898994, 151.364910,0.763228,2999603200.000000,2.183324
/ramdisk-2/2016-07-04.tar, upload, 3002122240, 364801, 17.930702, 159.672883,0.770766,3002122240.000000,2.206738
/ramdisk-2/2016-07-05.tar, upload, 2982307840, 361796, 17.992874, 158.070934,0.770234,2982307840.000000,2.190661
/ramdisk-2/2016-06-13.tar, upload, 2869463040, 349658, 41.544639, 65.869707,0.764280,2869463040.000000,2.091477
/ramdisk-2/2016-06-15.tar, upload, 2879416320, 350869, 18.885082, 145.407120,0.769746,2879416320.000000,2.113742
/ramdisk-2/2016-06-16.tar, upload, 2857523200, 348114, 18.236707, 149.431939,0.765277,2857523200.000000,2.085493
/ramdisk-2/2016-06-17.tar, upload, 2899824640, 352287, 19.021885, 145.384555,0.762426,2899824640.000000,2.108479
/ramdisk-2/2016-06-18.tar, upload, 2872954880, 348845, 17.630590, 155.403947,0.770641,2872954880.000000,2.111450
/ramdisk-2/2016-06-20.tar, upload, 2905763840, 352639, 17.954843, 154.340104,0.772175,2905763840.000000,2.139814
/ramdisk-2/2016-06-22.tar, upload, 2906142720, 352294, 18.829750, 147.188023,0.781255,2906142720.000000,2.165259
/ramdisk-2/2016-06-23.tar, upload, 2938091520, 357403, 18.125596, 154.587050,0.754910,2938091520.000000,2.115245
/ramdisk-2/2016-06-24.tar, upload, 2920529920, 355205, 18.572032, 149.969286,0.766680,2920529920.000000,2.135384
/ramdisk-2/2016-06-25.tar, upload, 2920038400, 355086, 17.805572, 156.398549,0.772473,2920038400.000000,2.151157
/ramdisk-2/2016-06-26.tar, upload, 2898094080, 352582, 18.076744, 152.894675,0.772840,2898094080.000000,2.136005
/ramdisk-2/2016-06-27.tar, upload, 2896158720, 352399, 18.369380, 150.358487,0.767808,2896158720.000000,2.120679
/ramdisk-2/2016-06-28.tar, upload, 2941347840, 358126, 18.158117, 154.481210,0.768873,2941347840.000000,2.156756
/ramdisk-2/2016-06-29.tar, upload, 2920919040, 355155, 18.504760, 150.534536,0.760433,2920919040.000000,2.118266
/ramdisk-2/2016-06-30.tar, upload, 2942167040, 357557, 17.624249, 159.205033,0.770861,2942167040.000000,2.162936
/ramdisk-2/2016-07-01.tar, upload, 2936832000, 356817, 17.513352, 159.922626,0.770749,2936832000.000000,2.158699
/ramdisk-2/2016-07-02.tar, upload, 2978682880, 362224, 17.986433, 157.935337,0.772979,2978682880.000000,2.195796
/ramdisk-2/2016-07-03.tar, upload, 2999603200, 364569, 18.087152, 158.158926,0.768410,2999603200.000000,2.198147
/ramdisk-2/2016-07-04.tar, upload, 3002122240, 364801, 18.558438, 154.271975,0.783104,3002122240.000000,2.242063
/ramdisk-2/2016-07-05.tar, upload, 2982307840, 361796, 17.912247, 158.782446,0.760173,2982307840.000000,2.162047
/ramdisk-2/2016-06-13.tar, upload, 2869463040, 349658, 42.458160, 64.452468,0.794271,2869463040.000000,2.173549
/ramdisk-2/2016-06-15.tar, upload, 2879416320, 350869, 18.420631, 149.073362,0.776374,2879416320.000000,2.131943
/ramdisk-2/2016-06-16.tar, upload, 2857523200, 348114, 17.823953, 152.892374,0.766194,2857523200.000000,2.087991
/ramdisk-2/2016-06-17.tar, upload, 2899824640, 352287, 19.401227, 142.541927,0.782161,2899824640.000000,2.163057
/ramdisk-2/2016-06-18.tar, upload, 2872954880, 348845, 18.605628, 147.259919,0.792598,2872954880.000000,2.171610
/ramdisk-2/2016-06-20.tar, upload, 2905763840, 352639, 18.726511, 147.980173,0.776099,2905763840.000000,2.150689
/ramdisk-2/2016-06-22.tar, upload, 2906142720, 352294, 18.125663, 152.905506,0.771659,2906142720.000000,2.138664
/ramdisk-2/2016-06-23.tar, upload, 2938091520, 357403, 19.000694, 147.467373,0.776939,2938091520.000000,2.176969
/ramdisk-2/2016-06-24.tar, upload, 2920529920, 355205, 18.484042, 150.683188,0.792887,2920529920.000000,2.208376
/ramdisk-2/2016-06-25.tar, upload, 2920038400, 355086, 17.892139, 155.641851,0.784300,2920038400.000000,2.184091
/ramdisk-2/2016-06-26.tar, upload, 2898094080, 352582, 18.369323, 150.459431,0.769750,2898094080.000000,2.127465
/ramdisk-2/2016-06-27.tar, upload, 2896158720, 352399, 18.370126, 150.352381,0.771822,2896158720.000000,2.131767
/ramdisk-2/2016-06-28.tar, upload, 2941347840, 358126, 18.283725, 153.419934,0.763766,2941347840.000000,2.142431
/ramdisk-2/2016-06-29.tar, upload, 2920919040, 355155, 18.587608, 149.863579,0.779152,2920919040.000000,2.170410
/ramdisk-2/2016-06-30.tar, upload, 2942167040, 357557, 18.493936, 151.718333,0.771821,2942167040.000000,2.165630
/ramdisk-2/2016-07-01.tar, upload, 2936832000, 356817, 17.521753, 159.845950,0.781966,2936832000.000000,2.190116
/ramdisk-2/2016-07-02.tar, upload, 2978682880, 362224, 18.043922, 157.432146,0.778954,2978682880.000000,2.212769
/ramdisk-2/2016-07-03.tar, upload, 2999603200, 364569, 18.169964, 157.438096,0.779982,2999603200.000000,2.231251
/ramdisk-2/2016-07-04.tar, upload, 3002122240, 364801, 17.945373, 159.542344,0.776155,3002122240.000000,2.222167
/ramdisk-2/2016-07-05.tar, upload, 2982307840, 361796, 18.016732, 157.861614,0.778068,2982307840.000000,2.212943
/ramdisk-2/2016-06-13.tar, upload, 2869463040, 349658, 40.996828, 66.749876,0.778995,2869463040.000000,2.131747
/ramdisk-2/2016-06-15.tar, upload, 2879416320, 350869, 18.173606, 151.099644,0.779589,2879416320.000000,2.140770
/ramdisk-2/2016-06-16.tar, upload, 2857523200, 348114, 18.279514, 149.081999,0.777652,2857523200.000000,2.119215
/ramdisk-2/2016-06-17.tar, upload, 2899824640, 352287, 18.660236, 148.202214,0.793082,2899824640.000000,2.193260
/ramdisk-2/2016-06-18.tar, upload, 2872954880, 348845, 17.678999, 154.978417,0.781448,2872954880.000000,2.141062
/ramdisk-2/2016-06-20.tar, upload, 2905763840, 352639, 18.033373, 153.667999,0.787998,2905763840.000000,2.183663
/ramdisk-2/2016-06-22.tar, upload, 2906142720, 352294, 18.177724, 152.467585,0.783713,2906142720.000000,2.172071
/ramdisk-2/2016-06-23.tar, upload, 2938091520, 357403, 18.223603, 153.755677,0.781011,2938091520.000000,2.188379
/ramdisk-2/2016-06-24.tar, upload, 2920529920, 355205, 18.504678, 150.515149,0.771172,2920529920.000000,2.147896
/ramdisk-2/2016-06-25.tar, upload, 2920038400, 355086, 17.935993, 155.261302,0.787800,2920038400.000000,2.193839
/ramdisk-2/2016-06-26.tar, upload, 2898094080, 352582, 18.167341, 152.132219,0.789320,2898094080.000000,2.181553
/ramdisk-2/2016-06-27.tar, upload, 2896158720, 352399, 18.241841, 151.409728,0.790670,2896158720.000000,2.183825
/ramdisk-2/2016-06-28.tar, upload, 2941347840, 358126, 19.097118, 146.885404,0.777599,2941347840.000000,2.181233
/ramdisk-2/2016-06-29.tar, upload, 2920919040, 355155, 17.970390, 155.010852,0.791293,2920919040.000000,2.204231
/ramdisk-2/2016-06-30.tar, upload, 2942167040, 357557, 18.453749, 152.048732,0.772735,2942167040.000000,2.168194
/ramdisk-2/2016-07-01.tar, upload, 2936832000, 356817, 17.586635, 159.256233,0.778239,2936832000.000000,2.179678
/ramdisk-2/2016-07-02.tar, upload, 2978682880, 362224, 18.084286, 157.080758,0.772977,2978682880.000000,2.195790
/ramdisk-2/2016-07-03.tar, upload, 2999603200, 364569, 18.970146, 150.797181,0.797391,2999603200.000000,2.281052
/ramdisk-2/2016-07-04.tar, upload, 3002122240, 364801, 17.859196, 160.312193,0.782001,3002122240.000000,2.238905
/ramdisk-2/2016-07-05.tar, upload, 2982307840, 361796, 17.941769, 158.521180,0.781496,2982307840.000000,2.222691
/ramdisk-2/2016-06-13.tar, upload, 2869463040, 349658, 42.471436, 64.432321,0.721040,2869463040.000000,1.973150
/ramdisk-2/2016-06-15.tar, upload, 2879416320, 350869, 19.221469, 142.862410,0.737054,2879416320.000000,2.023970
/ramdisk-2/2016-06-16.tar, upload, 2857523200, 348114, 19.291236, 141.263446,0.734659,2857523200.000000,2.002054
/ramdisk-2/2016-06-17.tar, upload, 2899824640, 352287, 19.358856, 142.853910,0.731592,2899824640.000000,2.023210
/ramdisk-2/2016-06-18.tar, upload, 2872954880, 348845, 18.621509, 147.134332,0.732372,2872954880.000000,2.006598
/ramdisk-2/2016-06-20.tar, upload, 2905763840, 352639, 19.365006, 143.101032,0.720847,2905763840.000000,1.997576
/ramdisk-2/2016-06-22.tar, upload, 2906142720, 352294, 19.802450, 139.958120,0.720657,2906142720.000000,1.997311
/ramdisk-2/2016-06-23.tar, upload, 2938091520, 357403, 18.644452, 150.285051,0.727398,2938091520.000000,2.038157
/ramdisk-2/2016-06-24.tar, upload, 2920529920, 355205, 17.578963, 158.441336,0.725685,2920529920.000000,2.021204
/ramdisk-2/2016-06-25.tar, upload, 2920038400, 355086, 18.295013, 152.214465,0.725733,2920038400.000000,2.020995
/ramdisk-2/2016-06-26.tar, upload, 2898094080, 352582, 17.279776, 159.946396,0.726636,2898094080.000000,2.008305
/ramdisk-2/2016-06-27.tar, upload, 2896158720, 352399, 18.157650, 152.111765,0.727332,2896158720.000000,2.008884
/ramdisk-2/2016-06-28.tar, upload, 2941347840, 358126, 18.030189, 155.577287,0.726411,2941347840.000000,2.037646
/ramdisk-2/2016-06-29.tar, upload, 2920919040, 355155, 17.770511, 156.754382,0.726825,2920919040.000000,2.024647
/ramdisk-2/2016-06-30.tar, upload, 2942167040, 357557, 17.606039, 159.369699,0.727213,2942167040.000000,2.040464
/ramdisk-2/2016-07-01.tar, upload, 2936832000, 356817, 17.450444, 160.499140,0.726626,2936832000.000000,2.035120
/ramdisk-2/2016-07-02.tar, upload, 2978682880, 362224, 17.830035, 159.320683,0.732127,2978682880.000000,2.079748
/ramdisk-2/2016-07-03.tar, upload, 2999603200, 364569, 18.731983, 152.714453,0.734680,2999603200.000000,2.101658
/ramdisk-2/2016-07-04.tar, upload, 3002122240, 364801, 17.722738, 161.546533,0.728375,3002122240.000000,2.085373
/ramdisk-2/2016-07-05.tar, upload, 2982307840, 361796, 18.566520, 153.187048,0.735548,2982307840.000000,2.092008
/ramdisk-2/2016-06-13.tar, upload, 2869463040, 349658, 42.471436, 64.432321,0.721040,2869463040.000000,1.973150
/ramdisk-2/2016-06-15.tar, upload, 2879416320, 350869, 19.221469, 142.862410,0.737054,2879416320.000000,2.023970
/ramdisk-2/2016-06-16.tar, upload, 2857523200, 348114, 19.291236, 141.263446,0.734659,2857523200.000000,2.002054
/ramdisk-2/2016-06-17.tar, upload, 2899824640, 352287, 19.358856, 142.853910,0.731592,2899824640.000000,2.023210
/ramdisk-2/2016-06-18.tar, upload, 2872954880, 348845, 18.621509, 147.134332,0.732372,2872954880.000000,2.006598
/ramdisk-2/2016-06-20.tar, upload, 2905763840, 352639, 19.365006, 143.101032,0.720847,2905763840.000000,1.997576
/ramdisk-2/2016-06-22.tar, upload, 2906142720, 352294, 19.802450, 139.958120,0.720657,2906142720.000000,1.997311
/ramdisk-2/2016-06-23.tar, upload, 2938091520, 357403, 18.644452, 150.285051,0.727398,2938091520.000000,2.038157
/ramdisk-2/2016-06-24.tar, upload, 2920529920, 355205, 17.578963, 158.441336,0.725685,2920529920.000000,2.021204
/ramdisk-2/2016-06-25.tar, upload, 2920038400, 355086, 18.295013, 152.214465,0.725733,2920038400.000000,2.020995
/ramdisk-2/2016-06-26.tar, upload, 2898094080, 352582, 17.279776, 159.946396,0.726636,2898094080.000000,2.008305
/ramdisk-2/2016-06-27.tar, upload, 2896158720, 352399, 18.157650, 152.111765,0.727332,2896158720.000000,2.008884
/ramdisk-2/2016-06-28.tar, upload, 2941347840, 358126, 18.030189, 155.577287,0.726411,2941347840.000000,2.037646
/ramdisk-2/2016-06-29.tar, upload, 2920919040, 355155, 17.770511, 156.754382,0.726825,2920919040.000000,2.024647
/ramdisk-2/2016-06-30.tar, upload, 2942167040, 357557, 17.606039, 159.369699,0.727213,2942167040.000000,2.040464
/ramdisk-2/2016-07-01.tar, upload, 2936832000, 356817, 17.450444, 160.499140,0.726626,2936832000.000000,2.035120
/ramdisk-2/2016-07-02.tar, upload, 2978682880, 362224, 17.830035, 159.320683,0.732127,2978682880.000000,2.079748
/ramdisk-2/2016-07-03.tar, upload, 2999603200, 364569, 18.731983, 152.714453,0.734680,2999603200.000000,2.101658
/ramdisk-2/2016-07-04.tar, upload, 3002122240, 364801, 17.722738, 161.546533,0.728375,3002122240.000000,2.085373
/ramdisk-2/2016-07-05.tar, upload, 2982307840, 361796, 18.566520, 153.187048,0.735548,2982307840.000000,2.092008
/ramdisk-2/2016-06-13.tar, upload, 2869463040, 349658, 40.804899, 67.063840,0.734870,2869463040.000000,2.010997
/ramdisk-2/2016-06-15.tar, upload, 2879416320, 350869, 18.153824, 151.264295,0.737941,2879416320.000000,2.026406
/ramdisk-2/2016-06-16.tar, upload, 2857523200, 348114, 18.233510, 149.458140,0.749820,2857523200.000000,2.043369
/ramdisk-2/2016-06-17.tar, upload, 2899824640, 352287, 19.016506, 145.425678,0.732100,2899824640.000000,2.024614
/ramdisk-2/2016-06-18.tar, upload, 2872954880, 348845, 17.627196, 155.433869,0.732149,2872954880.000000,2.005989
/ramdisk-2/2016-06-20.tar, upload, 2905763840, 352639, 17.785422, 155.810323,0.736268,2905763840.000000,2.040312
/ramdisk-2/2016-06-22.tar, upload, 2906142720, 352294, 17.942847, 154.463429,0.737595,2906142720.000000,2.044256
/ramdisk-2/2016-06-23.tar, upload, 2938091520, 357403, 17.968003, 155.942896,0.733643,2938091520.000000,2.055655
/ramdisk-2/2016-06-24.tar, upload, 2920529920, 355205, 18.224329, 152.830558,0.733092,2920529920.000000,2.041834
/ramdisk-2/2016-06-25.tar, upload, 2920038400, 355086, 17.651321, 157.765281,0.725646,2920038400.000000,2.020753
/ramdisk-2/2016-06-26.tar, upload, 2898094080, 352582, 17.294745, 159.807958,0.753315,2898094080.000000,2.082040
/ramdisk-2/2016-06-27.tar, upload, 2896158720, 352399, 17.997189, 153.467977,0.730613,2896158720.000000,2.017948
/ramdisk-2/2016-06-28.tar, upload, 2941347840, 358126, 18.196464, 154.155659,0.741093,2941347840.000000,2.078832
/ramdisk-2/2016-06-29.tar, upload, 2920919040, 355155, 17.833210, 156.203256,0.730984,2920919040.000000,2.036232
/ramdisk-2/2016-06-30.tar, upload, 2942167040, 357557, 17.641317, 159.051002,0.729183,2942167040.000000,2.045991
/ramdisk-2/2016-07-01.tar, upload, 2936832000, 356817, 17.448452, 160.517463,0.730648,2936832000.000000,2.046385
/ramdisk-2/2016-07-02.tar, upload, 2978682880, 362224, 18.592747, 152.785027,0.735210,2978682880.000000,2.088505
/ramdisk-2/2016-07-03.tar, upload, 2999603200, 364569, 18.110378, 157.956092,0.736776,2999603200.000000,2.107654
/ramdisk-2/2016-07-04.tar, upload, 3002122240, 364801, 18.478192, 154.941938,0.740710,3002122240.000000,2.120687
/ramdisk-2/2016-07-05.tar, upload, 2982307840, 361796, 18.550309, 153.320917,0.729672,2982307840.000000,2.075296
/ramdisk-2/2016-06-13.tar, upload, 2869463040, 349658, 40.804899, 67.063840,0.734870,2869463040.000000,2.010997
/ramdisk-2/2016-06-15.tar, upload, 2879416320, 350869, 18.153824, 151.264295,0.737941,2879416320.000000,2.026406
/ramdisk-2/2016-06-16.tar, upload, 2857523200, 348114, 18.233510, 149.458140,0.749820,2857523200.000000,2.043369
/ramdisk-2/2016-06-17.tar, upload, 2899824640, 352287, 19.016506, 145.425678,0.732100,2899824640.000000,2.024614
/ramdisk-2/2016-06-18.tar, upload, 2872954880, 348845, 17.627196, 155.433869,0.732149,2872954880.000000,2.005989
/ramdisk-2/2016-06-20.tar, upload, 2905763840, 352639, 17.785422, 155.810323,0.736268,2905763840.000000,2.040312
/ramdisk-2/2016-06-22.tar, upload, 2906142720, 352294, 17.942847, 154.463429,0.737595,2906142720.000000,2.044256
/ramdisk-2/2016-06-23.tar, upload, 2938091520, 357403, 17.968003, 155.942896,0.733643,2938091520.000000,2.055655
/ramdisk-2/2016-06-24.tar, upload, 2920529920, 355205, 18.224329, 152.830558,0.733092,2920529920.000000,2.041834
/ramdisk-2/2016-06-25.tar, upload, 2920038400, 355086, 17.651321, 157.765281,0.725646,2920038400.000000,2.020753
/ramdisk-2/2016-06-26.tar, upload, 2898094080, 352582, 17.294745, 159.807958,0.753315,2898094080.000000,2.082040
/ramdisk-2/2016-06-27.tar, upload, 2896158720, 352399, 17.997189, 153.467977,0.730613,2896158720.000000,2.017948
/ramdisk-2/2016-06-28.tar, upload, 2941347840, 358126, 18.196464, 154.155659,0.741093,2941347840.000000,2.078832
/ramdisk-2/2016-06-29.tar, upload, 2920919040, 355155, 17.833210, 156.203256,0.730984,2920919040.000000,2.036232
/ramdisk-2/2016-06-30.tar, upload, 2942167040, 357557, 17.641317, 159.051002,0.729183,2942167040.000000,2.045991
/ramdisk-2/2016-07-01.tar, upload, 2936832000, 356817, 17.448452, 160.517463,0.730648,2936832000.000000,2.046385
/ramdisk-2/2016-07-02.tar, upload, 2978682880, 362224, 18.592747, 152.785027,0.735210,2978682880.000000,2.088505
/ramdisk-2/2016-07-03.tar, upload, 2999603200, 364569, 18.110378, 157.956092,0.736776,2999603200.000000,2.107654
/ramdisk-2/2016-07-04.tar, upload, 3002122240, 364801, 18.478192, 154.941938,0.740710,3002122240.000000,2.120687
/ramdisk-2/2016-07-05.tar, upload, 2982307840, 361796, 18.550309, 153.320917,0.729672,2982307840.000000,2.075296
